OBJECTID_1,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
95,483300.000000000000000,4434300.000000000000000,448200.000000000000000,142200.000000000000000,10800.000000000000000,25200.000000000000000,32491800.000000000000000,24856200.000000000000000,15867900.000000000000000,4242600.000000000000000,4848300.000000000000000,6577200.000000000000000,0.000000000000000,5420700.000000000000000,251100.000000000000000
96,14743800.000000000000000,2796300.000000000000000,1360800.000000000000000,276300.000000000000000,15300.000000000000000,176400.000000000000000,38944800.000000000000000,18146700.000000000000000,6703200.000000000000000,2439000.000000000000000,3616200.000000000000000,10132200.000000000000000,18900.000000000000000,568800.000000000000000,161100.000000000000000
97,800100.000000000000000,1964700.000000000000000,310500.000000000000000,41400.000000000000000,900.000000000000000,4500.000000000000000,3951900.000000000000000,31596300.000000000000000,12835800.000000000000000,7663500.000000000000000,7233300.000000000000000,4925700.000000000000000,2165400.000000000000000,23619600.000000000000000,2686500.000000000000000
98,2959200.000000000000000,395100.000000000000000,183600.000000000000000,35100.000000000000000,8100.000000000000000,27900.000000000000000,113400.000000000000000,400500.000000000000000,898200.000000000000000,38700.000000000000000,144000.000000000000000,8593200.000000000000000,424800.000000000000000,2079000.000000000000000,699300.000000000000000
99,257400.000000000000000,2124000.000000000000000,303300.000000000000000,70200.000000000000000,9000.000000000000000,2700.000000000000000,11322900.000000000000000,12895200.000000000000000,16549200.000000000000000,4370400.000000000000000,3352500.000000000000000,4347000.000000000000000,845100.000000000000000,28557000.000000000000000,817200.000000000000000
100,187200.000000000000000,2793600.000000000000000,520200.000000000000000,281700.000000000000000,54900.000000000000000,1665900.000000000000000,17109900.000000000000000,43535700.000000000000000,9401400.000000000000000,5356800.000000000000000,10408500.000000000000000,7667100.000000000000000,468000.000000000000000,343800.000000000000000,5400.000000000000000
101,324000.000000000000000,6336900.000000000000000,2485800.000000000000000,599400.000000000000000,84600.000000000000000,81900.000000000000000,20182500.000000000000000,13851000.000000000000000,10904400.000000000000000,4060800.000000000000000,1457100.000000000000000,16155000.000000000000000,2118600.000000000000000,20114100.000000000000000,1044000.000000000000000
102,1022400.000000000000000,4120200.000000000000000,1791000.000000000000000,336600.000000000000000,19800.000000000000000,450000.000000000000000,44833500.000000000000000,7080300.000000000000000,12375900.000000000000000,3706200.000000000000000,1472400.000000000000000,19726200.000000000000000,1215900.000000000000000,1892700.000000000000000,56700.000000000000000
103,360000.000000000000000,6422400.000000000000000,2333700.000000000000000,675900.000000000000000,121500.000000000000000,99000.000000000000000,21103200.000000000000000,3448800.000000000000000,7897500.000000000000000,1554300.000000000000000,2032200.000000000000000,50803200.000000000000000,3106800.000000000000000,90000.000000000000000,51300.000000000000000
104,288900.000000000000000,3231000.000000000000000,1482300.000000000000000,311400.000000000000000,42300.000000000000000,32400.000000000000000,5503500.000000000000000,1425600.000000000000000,3859200.000000000000000,553500.000000000000000,978300.000000000000000,17199000.000000000000000,1169100.000000000000000,34200.000000000000000,33300.000000000000000
105,574200.000000000000000,11723400.000000000000000,15912000.000000000000000,7866000.000000000000000,4418100.000000000000000,98100.000000000000000,18175500.000000000000000,8557200.000000000000000,8613000.000000000000000,2580300.000000000000000,1405800.000000000000000,12964500.000000000000000,0.000000000000000,6915600.000000000000000,596700.000000000000000
106,3679200.000000000000000,7619400.000000000000000,7888500.000000000000000,5357700.000000000000000,1770300.000000000000000,108900.000000000000000,8358300.000000000000000,9657000.000000000000000,2650500.000000000000000,710100.000000000000000,891000.000000000000000,15773400.000000000000000,2286000.000000000000000,31815900.000000000000000,1233900.000000000000000
107,437400.000000000000000,2619000.000000000000000,1298700.000000000000000,524700.000000000000000,63000.000000000000000,234000.000000000000000,25199100.000000000000000,39557700.000000000000000,12724200.000000000000000,7605000.000000000000000,6129900.000000000000000,1926000.000000000000000,0.000000000000000,1736100.000000000000000,45000.000000000000000
108,1345500.000000000000000,6404400.000000000000000,2583000.000000000000000,777600.000000000000000,146700.000000000000000,138600.000000000000000,45013500.000000000000000,4158000.000000000000000,5824800.000000000000000,1638000.000000000000000,1930500.000000000000000,27348300.000000000000000,1422000.000000000000000,955800.000000000000000,113400.000000000000000
109,0.000000000000000,2470500.000000000000000,24300.000000000000000,2700.000000000000000,0.000000000000000,0.000000000000000,84510000.000000000000000,5579100.000000000000000,6965100.000000000000000,68400.000000000000000,36000.000000000000000,137700.000000000000000,0.000000000000000,306000.000000000000000,0.000000000000000
110,340200.000000000000000,3351600.000000000000000,1240200.000000000000000,185400.000000000000000,10800.000000000000000,161100.000000000000000,22477500.000000000000000,18842400.000000000000000,11476800.000000000000000,7755300.000000000000000,9758700.000000000000000,17813700.000000000000000,229500.000000000000000,6183000.000000000000000,273600.000000000000000
111,6231600.000000000000000,1979100.000000000000000,511200.000000000000000,139500.000000000000000,24300.000000000000000,164700.000000000000000,2541600.000000000000000,3176100.000000000000000,4835700.000000000000000,1083600.000000000000000,1320300.000000000000000,59728500.000000000000000,6093000.000000000000000,10314900.000000000000000,1656000.000000000000000
112,13365900.000000000000000,5612400.000000000000000,4033800.000000000000000,730800.000000000000000,72000.000000000000000,385200.000000000000000,31127400.000000000000000,8142300.000000000000000,6102900.000000000000000,1837800.000000000000000,2997000.000000000000000,23310000.000000000000000,906300.000000000000000,859500.000000000000000,316800.000000000000000
113,781200.000000000000000,3544200.000000000000000,865800.000000000000000,207900.000000000000000,18900.000000000000000,45000.000000000000000,1677600.000000000000000,19890900.000000000000000,9440100.000000000000000,3178800.000000000000000,3615300.000000000000000,19937700.000000000000000,3618900.000000000000000,31171500.000000000000000,1806300.000000000000000
114,9854100.000000000000000,1801800.000000000000000,681300.000000000000000,234900.000000000000000,43200.000000000000000,72000.000000000000000,1242900.000000000000000,4841100.000000000000000,5230800.000000000000000,518400.000000000000000,1707300.000000000000000,65118600.000000000000000,2898900.000000000000000,4123800.000000000000000,1730700.000000000000000
115,346500.000000000000000,1635300.000000000000000,279900.000000000000000,105300.000000000000000,9000.000000000000000,17100.000000000000000,9583200.000000000000000,16886700.000000000000000,14319000.000000000000000,2970000.000000000000000,5725800.000000000000000,4436100.000000000000000,0.000000000000000,7457400.000000000000000,532800.000000000000000
116,91800.000000000000000,2385900.000000000000000,334800.000000000000000,122400.000000000000000,6300.000000000000000,32400.000000000000000,31891500.000000000000000,44030700.000000000000000,12211200.000000000000000,1894500.000000000000000,3809700.000000000000000,1422900.000000000000000,0.000000000000000,1782000.000000000000000,83700.000000000000000
117,70200.000000000000000,291600.000000000000000,27000.000000000000000,8100.000000000000000,0.000000000000000,900.000000000000000,1637100.000000000000000,1684800.000000000000000,453600.000000000000000,296100.000000000000000,345600.000000000000000,170100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
118,317700.000000000000000,4052700.000000000000000,918000.000000000000000,414000.000000000000000,113400.000000000000000,880200.000000000000000,26651700.000000000000000,24902100.000000000000000,16381800.000000000000000,4112100.000000000000000,5449500.000000000000000,7983000.000000000000000,792900.000000000000000,6514200.000000000000000,316800.000000000000000
119,3314700.000000000000000,2096100.000000000000000,501300.000000000000000,135000.000000000000000,9000.000000000000000,132300.000000000000000,11908800.000000000000000,16998300.000000000000000,4204800.000000000000000,2274300.000000000000000,1309500.000000000000000,16743600.000000000000000,12918600.000000000000000,20714400.000000000000000,1728900.000000000000000
120,216900.000000000000000,3600000.000000000000000,83700.000000000000000,15300.000000000000000,0.000000000000000,0.000000000000000,29097900.000000000000000,35994600.000000000000000,22114800.000000000000000,2956500.000000000000000,3240900.000000000000000,198000.000000000000000,0.000000000000000,2865600.000000000000000,16200.000000000000000
121,70200.000000000000000,2857500.000000000000000,251100.000000000000000,78300.000000000000000,3600.000000000000000,27900.000000000000000,43257600.000000000000000,30258000.000000000000000,11976300.000000000000000,2264400.000000000000000,3046500.000000000000000,2012400.000000000000000,0.000000000000000,3876300.000000000000000,119700.000000000000000
122,100800.000000000000000,2029500.000000000000000,509400.000000000000000,40500.000000000000000,4500.000000000000000,30600.000000000000000,9954000.000000000000000,39980700.000000000000000,15774300.000000000000000,11131200.000000000000000,6761700.000000000000000,3114000.000000000000000,0.000000000000000,10215900.000000000000000,452700.000000000000000
123,3853800.000000000000000,4087800.000000000000000,933300.000000000000000,494100.000000000000000,174600.000000000000000,590400.000000000000000,32142600.000000000000000,29934900.000000000000000,8226000.000000000000000,3033000.000000000000000,5416200.000000000000000,9189900.000000000000000,148500.000000000000000,1652400.000000000000000,222300.000000000000000
124,833400.000000000000000,5826600.000000000000000,3428100.000000000000000,1017000.000000000000000,157500.000000000000000,169200.000000000000000,14829300.000000000000000,3023100.000000000000000,8021700.000000000000000,1077300.000000000000000,1388700.000000000000000,52811100.000000000000000,7249500.000000000000000,477900.000000000000000,90000.000000000000000
125,691200.000000000000000,3798900.000000000000000,1044900.000000000000000,376200.000000000000000,42300.000000000000000,774900.000000000000000,37331100.000000000000000,22090500.000000000000000,12038400.000000000000000,2936700.000000000000000,4339800.000000000000000,12209400.000000000000000,175500.000000000000000,2023200.000000000000000,226800.000000000000000
126,297900.000000000000000,5150700.000000000000000,2183400.000000000000000,846000.000000000000000,302400.000000000000000,269100.000000000000000,35851500.000000000000000,23660100.000000000000000,11126700.000000000000000,2198700.000000000000000,1529100.000000000000000,15556500.000000000000000,0.000000000000000,1105200.000000000000000,22500.000000000000000
127,316800.000000000000000,3079800.000000000000000,236700.000000000000000,37800.000000000000000,3600.000000000000000,42300.000000000000000,38384100.000000000000000,32821200.000000000000000,5735700.000000000000000,6314400.000000000000000,9215100.000000000000000,2514600.000000000000000,0.000000000000000,1672200.000000000000000,26100.000000000000000
